#Char	Unicode	PinYin	src	ceftab	cnsunipy	HYDZD	hy1	unihanpy	unihandb	checked	modified
𩗕	U+295D5	qiu2	HYDZD	qiu2	qiu2	qiu2				no	
𩗖	U+295D6	liang2	cefpytab	liang2	liang2					no	
𩗗	U+295D7	ju4	cefpytab	ju4	ju4					no	
𩗘	U+295D8	wei3	HYDZD	wei3	wei3	wei3				no	
𩗙	U+295D9	che4	HYDZD	che4	che4	che4				no	
𩗚	U+295DA	you2	HYDZD	you2	you2	you2				no	
𩗛	U+295DB	hu1	cefpytab	hu1	hu1					no	
𩗜	U+295DC	wei4	HYDZD			wei4				no	
𩗝	U+295DD	hui3	HYDZD	hui3	hui3	hui3				no	
𩗞	U+295DE	sa4	HYDZD	sa4	sa4	sa4				no	
𩗟	U+295DF	xuan4	cnsunipy		xuan4					no	
𩗠	U+295E0	liao2	cefpytab	liao2	liao2					no	
𩗡	U+295E1									no	
𩗢	U+295E2	hong4	HYDZD		hong4	hong4				no	
𩗣	U+295E3	sou1	HYDZD		sou1	sou1				no	
𩗤	U+295E4	han4	HYDZD			han4				no	
𩗥	U+295E5	pao2	HYDZD			pao2				no	
𩗦	U+295E6									no	
𩗧	U+295E7	fang2	HYDZD			fang2				no	
𩗨	U+295E8	chi1	cefpytab	chi1	chi1					no	
𩗩	U+295E9	liu2	HYDZD		liu2	liu2				no	
𩗪	U+295EA	zhou4	HYDZD	zhou4	zhou4	zhou4				no	
𩗫	U+295EB	pi2	HYDZD	pi2	pi2	pi2				no	
𩗬	U+295EC	liang2	cefpytab	liang2	liang2					no	
𩗭	U+295ED	li4	HYDZD	li4	li4	li4				no	
𩗮	U+295EE	si1	cefpytab	si1	si1					no	
𩗯	U+295EF	wei1	cefpytab	wei1	rui2					no	
𩗰	U+295F0	chui2	HYDZD	chui2	chui2	chui2				no	
𩗱	U+295F1	xi1	HYDZD	xi2	xi1	xi1				no	
𩗲	U+295F2	zheng1	HYDZD	zheng1	zheng1	zheng1				no	
𩗳	U+295F3	xie4	cefpytab	xie4	xie4					no	
𩗴	U+295F4	beng4	HYDZD	beng3	ben4	beng4				no	
𩗵	U+295F5	zheng1	HYDZD	zheng1	zheng1	zheng3?				no	
𩗶	U+295F6	sui4	HYDZD	sui4	sui4	sui4				no	
𩗷	U+295F7	yan3	HYDZD	yan1	yan1	yan3				no	
𩗸	U+295F8	ran2	cefpytab	ran2	pou1					no	
𩗹	U+295F9									no	
𩗺	U+295FA									no	
𩗻	U+295FB									no	
𩗼	U+295FC	qing1	HYDZD			qing1				no	
𩗽	U+295FD	wu4	HYDZD			wu4				no	
𩗾	U+295FE	liang3	HYDZD			liang3				no	
𩗿	U+295FF									no	
𩘀	U+29600	zhao4	HYDZD			zhao4				no	
𩘁	U+29601	liang2	HYDZD	liang2	liang2	liang2				no	
𩘂	U+29602									no	
𩘃	U+29603	lie4	cnsunipy		lie4					no	
𩘄	U+29604									no	
𩘅	U+29605	jie1	HYDZD	jie1	jie1	jie1				no	
𩘆	U+29606	pie1	cefpytab	pie1	bi4					no	
𩘇	U+29607	hong1	HYDZD	hong1	hong1	hong1				no	
𩘈	U+29608	you1	HYDZD	you1	you1	you1				no	
𩘉	U+29609	chi1	cefpytab	chi1	chi1					no	
𩘊	U+2960A	la4	HYDZD	la4	la4	la4				no	
𩘋	U+2960B	hou4	HYDZD	hou2	hou4	hou4				no	
𩘌	U+2960C	sou1	cefpytab	sou1	sou1					no	
𩘍	U+2960D	yuan4	HYDZD	yan3	yan3	yuan4				no	
𩘎	U+2960E	hong2	HYDZD	hong2	hong2	hong2				no	
𩘏	U+2960F	ye4	HYDZD	ye4	ye4	ye4				no	
𩘐	U+29610	hu1	cefpytab	hu1	hu1					no	
𩘑	U+29611	ying3,ying1	HYDZD	ying3	ying1 yi1	ying3 ying1				no	
𩘒	U+29612	xuan3,juan1	HYDZD	juan1	juan1	xuan3 juan1				no	
𩘓	U+29613	you2	HYDZD	you2	you2	you2				no	
𩘔	U+29614									no	
𩘕	U+29615	ying3	cefpytab	ying3	ying1					no	
𩘖	U+29616	xiao1	cefpytab	xiao1	xiao1					no	
𩘗	U+29617	jie1	cefpytab	jie1	jie1					no	
𩘘	U+29618	quan2	HYDZD			quan2				no	
𩘙	U+29619	pi2	cnsunipy		pi2					no	
𩘚	U+2961A	wei3	cefpytab	wei3	wei3					no	
𩘛	U+2961B									no	
𩘜	U+2961C	tang2	HYDZD	tang2	tang2	tang2				no	
𩘝	U+2961D	suo3	HYDZD	suo3	suo3	suo3				no	
𩘞	U+2961E	piao1	cefpytab	piao1	piao1					no	
𩘟	U+2961F	li4	HYDZD	li4	li4	li4				no	
𩘠	U+29620	sou1	HYDZD	sou1	sou1	sou1				no	
𩘡	U+29621	li4	HYDZD	li4	li4	li4				no	
𩘢	U+29622									no	
𩘣	U+29623									no	
𩘤	U+29624	yu4	HYDZD	wei4	wei4	yu4				no	
𩘥	U+29625	kai3	cnsunipy		kai3					no	
𩘦	U+29626	ye4	cefpytab	ye4	sou1					no	
𩘧	U+29627	yi4	HYDZD	sou1	yi4	yi4				no	
𩘨	U+29628									no	
𩘩	U+29629									no	
𩘪	U+2962A									no	
𩘫	U+2962B									no	
𩘬	U+2962C									no	
𩘭	U+2962D	xiu1	HYDZD	xiu1	xiu1	xiu1				no	
𩘮	U+2962E	ao2	HYDZD	ao2	ao2	ao2				no	
𩘯	U+2962F	tuan2	HYDZD	tuan2	tuan2	tuan2				no	
𩘰	U+29630	su4	HYDZD	su4	su4	su4				no	
𩘱	U+29631	shuai4	HYDZD	shuai4	shuai4	shuai4				no	
𩘲	U+29632	xiao1	cefpytab	xiao1	xiao1					no	
𩘳	U+29633	yu4	HYDZD	yu4	yu4	yu4				no	
𩘴	U+29634									no	
𩘵	U+29635	feng1	HYDZD	feng1	feng1	feng1				no	
𩘶	U+29636	xuan4	cnsunipy		xuan4					no	
𩘷	U+29637	liao2	cefpytab	liao2	liao2					no	
𩘸	U+29638	liao2	cefpytab	liao2	liao2					no	
𩘹	U+29639	su4	HYDZD	suo1	su4	su4				no	
𩘺	U+2963A	tui2	HYDZD	tui2	tui2	tui2				no	
𩘻	U+2963B	yu4	HYDZD	yu4	yu4	yu4				no	
𩘼	U+2963C	zheng1	HYDZD	zheng1	zheng1	zheng1				no	
𩘽	U+2963D	zheng1	HYDZD	zheng1	zheng1	zheng1				no	
𩘾	U+2963E	nuo2	cefpytab	nuo2	nuo2					no	
𩘿	U+2963F	tao2	HYDZD	chou2	tao2	tao2				no	
𩙀	U+29640									no	
𩙁	U+29641	heng2	cefpytab	heng2	heng2					no	
𩙂	U+29642	liao2	cefpytab	liao2	liao2					no	
𩙃	U+29643	wei3	cefpytab	wei3	wei3					no	
𩙄	U+29644	liu2	HYDZD	liu3	liu2	liu2				no	
𩙅	U+29645	yu4	cefpytab	yu4	yu4					no	
𩙆	U+29646	cheng2	HYDZD	zheng1	zheng1	cheng2				no	
𩙇	U+29647	sui2	HYDZD			sui2				no	
𩙈	U+29648	sao1	HYDZD	sao1	sao1	sao1				no	
𩙉	U+29649									no	
𩙊	U+2964A	wei4	cnsunipy		wei4					no	
𩙋	U+2964B									no	
𩙌	U+2964C									no	
𩙍	U+2964D									no	
𩙎	U+2964E	nuo2	cefpytab	nuo2	nuo2					no	
𩙏	U+2964F	gu3	HYDZD			gu3				no	
𩙐	U+29650	feng1	HYDZD			feng1				no	
𩙑	U+29651	lie4	HYDZD	lie4	lie4	lie4				no	
𩙒	U+29652	piao1,piao4	HYDZD	piao4	piao1	piao1 piao4				no	
𩙓	U+29653	hong1	cefpytab	hong1	hong1					no	
𩙔	U+29654	liu2	cefpytab	liu2	liu2					no	
𩙕	U+29655									no	
𩙖	U+29656	li4	HYDZD	li4	li4	li4				no	
𩙗	U+29657	liu2	cefpytab	liu2	liu2					no	
𩙘	U+29658	long2	HYDZD			long2				no	
𩙙	U+29659	chu1	HYDZD	chu1	chu1	chu1				no	
𩙚	U+2965A	xiao1	HYDZD	xiao1	xiao1	xiao1				no	
𩙛	U+2965B	hong1	HYDZD	hong1	hong1	hong1				no	
𩙜	U+2965C	xie4	HYDZD	xie4	xie4	xie4				no	
𩙝	U+2965D	she4	HYDZD	she4	she4	she4				no	
𩙞	U+2965E	piao1	cefpytab	piao1	piao1					no	
𩙟	U+2965F									no	
𩙠	U+29660	long2	HYDZD			long2				no	
𩙡	U+29661	hou1	HYDZD	piao1	hou1	hou1				no	
𩙢	U+29662	xuan2,shi1	HYDZD			xuan2 shi1				no	
𩙣	U+29663	feng1	HYDZD			feng1				no	
𩙤	U+29664	hu1	cefpytab	hu1	hu1					no	
𩙥	U+29665									no	
𩙦	U+29666									no	
𩙧	U+29667									no	
𩙨	U+29668									no	
𩙩	U+29669									no	
𩙪	U+2966A									no	
𩙫	U+2966B									no	
𩙬	U+2966C									no	
𩙭	U+2966D									no	
𩙮	U+2966E									no	
𩙯	U+2966F									no	
𩙰	U+29670									no	
𩙱	U+29671	fei1	cefpytab	fei1	fei1					no	
𩙲	U+29672	fei1	HYDZD		fei1	fei1				no	
𩙳	U+29673									no	
𩙴	U+29674	han4	cefpytab	han4	han4					no	
𩙵	U+29675									no	
𩙶	U+29676	han4	cefpytab	han4	han4					no	
𩙷	U+29677	niu4	HYDZD	niu4	niu4	niu4				no	
𩙸	U+29678	mang3	HYDZD			mang3				no	
𩙹	U+29679									no	
𩙺	U+2967A	yi4	cefpytab	yi4	yi4					no	
𩙻	U+2967B									no	
𩙼	U+2967C	xian1	cefpytab	xian1	xian1					no	
𩙽	U+2967D	huan2,xuan1	HYDZD	huan2	huan2	huan2 xuan1				no	
𩙾	U+2967E	zhi1	HYDZD			zhi1				no	
𩙿	U+2967F									no	
𩚀	U+29680	shi2	cefpytab	shi2	shi2					no	
𩚁	U+29681	shi2	cefpytab	shi2	shi2					no	
𩚂	U+29682	yi4	HYDZD	ye1	yi4	yi4				no	
𩚃	U+29683	shi2	cefpytab	shi2	shi2					no	
𩚄	U+29684	yu4	HYDZD	yu4	yu4	yu4				no	
𩚅	U+29685	si4	cefpytab	si4	si4					no	
𩚆	U+29686	si4	cefpytab	si4	si4					no	
𩚇	U+29687	yi2	HYDZD	yi2	yi2	yi2				no	
𩚈	U+29688	yue1	HYDZD	yue1	yue1	yue1				no	
𩚉	U+29689	chi2	HYDZD	chi2	chi2	chi2				no	
𩚊	U+2968A	tun2	cefpytab	tun2	tun2					no	
𩚋	U+2968B	xi4	cnsunipy		xi4					no	
𩚌	U+2968C	e4	cnsunipy		e4					no	
𩚍	U+2968D	shi4	cnsunipy		shi4					no	
𩚎	U+2968E	ji1	cefpytab	ji1	ji1					no	
𩚏	U+2968F	sun1	cefpytab	sun1	sun1					no	
𩚐	U+29690									no	
𩚑	U+29691									no	
𩚒	U+29692	niu4	cefpytab	niu4	niu4					no	
𩚓	U+29693	tao1	cefpytab	tao1	tao1					no	
𩚔	U+29694									no	
𩚕	U+29695	yin3,qiang1	HYDZD	yin3	yin3	yin3 qiang1				no	
𩚖	U+29696	niu4	HYDZD	niu3	niu4	niu4				no	
𩚗	U+29697	rong3	HYDZD	rong3	rong3	rong3				no	
𩚘	U+29698	gou1	cnsunipy		gou1					no	
𩚙	U+29699	chao1	cnsunipy		chao1					no	
𩚚	U+2969A	e4	cnsunipy		e4					no	
𩚛	U+2969B	na4	HYDZD	na4	na4	na4				no	
𩚜	U+2969C	yin3	cnsunipy		yin3					no	
𩚝	U+2969D	tie3	cefpytab	tie3	tie4					no	
𩚞	U+2969E	di1	cnsunipy		di1					no	
𩚟	U+2969F									no	
𩚠	U+296A0									no	
𩚡	U+296A1									no	
𩚢	U+296A2									no	
𩚣	U+296A3	tian2	HYDZD		tian2	tian2				no	
𩚤	U+296A4	xi4	cnsunipy		xi4					no	
𩚥	U+296A5	ba1	HYDZD			ba1				no	
𩚦	U+296A6									no	
𩚧	U+296A7									no	
𩚨	U+296A8	ti2	cnsunipy		ti2					no	
𩚩	U+296A9	hu2	cefpytab	hu2	hu2					no	
𩚪	U+296AA	er3	HYDZD		er3	er3				no	
𩚫	U+296AB	zheng1	HYDZD	zheng1	zheng1	zheng1				no	
𩚬	U+296AC	e4	HYDZD	e4	e4	e4				no	
𩚭	U+296AD	pou2	HYDZD	pou2	pou2	pou2				no	
𩚮	U+296AE	ji1,ni4	HYDZD	ni4	ni4	ji1 ni4				no	
𩚯	U+296AF	ni2	HYDZD	ni2	ni2	ni2				no	
𩚰	U+296B0	fen1	cefpytab	fen1	fen1					no	
𩚱	U+296B1	jiong3	HYDZD	jiong3	jiong3	jiong3				no	
𩚲	U+296B2	jia2	HYDZD	jia2	jia2	jia2				no	
𩚳	U+296B3	fan4	cnsunipy		fan4					no	
𩚴	U+296B4	yue4	cnsunipy		yue4					no	
𩚵	U+296B5	gan1	HYDZD	gan1	gan1	gan1				no	
𩚶	U+296B6	zhu4	cefpytab	zhu4	zhu4					no	
𩚷	U+296B7	li4	cefpytab	li4	li4					no	
𩚸	U+296B8	tie4	cnsunipy		tie4					no	
𩚹	U+296B9	ling2	HYDZD	ling2	ling2	ling2				no	
𩚺	U+296BA	tie4	cnsunipy		tie4					no	
𩚻	U+296BB	zui4	HYDZD		zui4	zui4				no	
𩚼	U+296BC									no	
𩚽	U+296BD									no	
𩚾	U+296BE	bei4	HYDZD			bei4				no	
𩚿	U+296BF	yu4	cnsunipy		yu4					no	
𩛀	U+296C0	ti2	cnsunipy		ti2					no	
𩛁	U+296C1	bao3	cefpytab	bao3	bao3					no	
𩛂	U+296C2									no	
𩛃	U+296C3									no	
𩛄	U+296C4									no	
𩛅	U+296C5	shu1	HYDZD	shi4	shi4	shu1				no	
𩛆	U+296C6	yi3	HYDZD	yi3	yi3	yi3				no	
𩛇	U+296C7	pai1	HYDZD			pai1				no	
𩛈	U+296C8	sun1	cefpytab	sun1	sun1					no	
𩛉	U+296C9	chi4	cefpytab	chi4	chi4					no	
𩛊	U+296CA	bao3	cefpytab	bao3	bao3					no	
𩛋	U+296CB	nao3	HYDZD	nao3	nao3	nao3				no	
𩛌	U+296CC	shi4	HYDZD		shi4	shi4				no	
𩛍	U+296CD	dui1	cnsunipy		dui1					no	
𩛎	U+296CE	man3	HYDZD	man3	man3	man3				no	
𩛏	U+296CF	shi4	HYDZD	shi4	shi4	shi4				no	
𩛐	U+296D0	ni2	cnsunipy		ni2					no	
𩛑	U+296D1	ti2	HYDZD	ti2	ti2	ti2				no	
𩛒	U+296D2	bao3	cefpytab	bao3	bao1					no	
𩛓	U+296D3	xin4	cefpytab	xin4	xun4					no	
𩛔	U+296D4									no	
𩛕	U+296D5									no	
𩛖	U+296D6									no	
𩛗	U+296D7									no	
𩛘	U+296D8	gong1	HYDZD			gong1				no	
𩛙	U+296D9									no	
𩛚	U+296DA									no	
𩛛	U+296DB	yi2	cefpytab	yi2	yi2					no	
𩛜	U+296DC									no	
𩛝	U+296DD	lei4	HYDZD		lei4	lei4				no	
𩛞	U+296DE	bao3,nei3,piao3	HYDZD	bao3	bao3	bao3 nei3 piao3				no	
𩛟	U+296DF	yuan1,man2	HYDZD	yuan1	man2	yuan1 man2				no	
𩛠	U+296E0	zuo1	HYDZD	zuo1	zuo1	zuo1				no	
𩛡	U+296E1	lang2,nang2	HYDZD	lang2	lang2	lang2 nang2				no	
𩛢	U+296E2	xiu1	HYDZD	xiu1	xiu1	xiu1				no	
𩛣	U+296E3	er4	cefpytab	er4	er4					no	
𩛤	U+296E4	yong3	cefpytab	yong3	yong3					no	
𩛥	U+296E5	zai4	HYDZD	zai4	zai4	zai4				no	
𩛦	U+296E6	cheng4	HYDZD	cheng4	cheng4	cheng4				no	
𩛧	U+296E7	gan1,jian1	HYDZD	jian1	jian1	gan1?				no	
𩛨	U+296E8	mao4	HYDZD	mao4	mao4	mao4				no	
𩛩	U+296E9	jia2	HYDZD	jia2	jia2	jia2				no	
𩛪	U+296EA	yu4	HYDZD	yu4	yu4	yu4				no	
𩛫	U+296EB	hou2	cnsunipy		hou2					no	
𩛬	U+296EC	liang2	cefpytab	liang2	yang3					no	
𩛭	U+296ED	yu4	HYDZD	yu4	yu4	yu4				no	
𩛮	U+296EE	yi2	HYDZD		yi2	yi2				no	
𩛯	U+296EF	jiong3	cefpytab	jiong3	jiong3					no	
𩛰	U+296F0									no	
𩛱	U+296F1									no	
𩛲	U+296F2	mang1	HYDZD			mang1				no	
𩛳	U+296F3	zai4,can1	HYDZD	can1	zai4	zai4 can1				no	
𩛴	U+296F4									no	
𩛵	U+296F5	zhui4	HYDZD			zhui4				no	
𩛶	U+296F6	ti2	HYDZD			ti2				no	
𩛷	U+296F7									no	
𩛸	U+296F8									no	
𩛹	U+296F9	xi4	HYDZD	xi1	xi4	xi4				no	
𩛺	U+296FA	ju2	HYDZD	ju2	ju2	ju2				no	
𩛻	U+296FB	zan4,zuan3,zhan1	HYDZD	zhan1	zan4	zan4 zuan3 zhan1				no	
𩛼	U+296FC	lu4	HYDZD	lu4	lu4	lu4				no	
𩛽	U+296FD	tao2	HYDZD	tao2	tao2	tao2				no	
𩛾	U+296FE	hui4	cnsunipy		hui4					no	
𩛿	U+296FF	xi2	cefpytab	xi2	tang2					no	
𩜀	U+29700	zhui4,dui1	HYDZD	zhui4	zhui4	zhui4 dui1				no	
𩜁	U+29701	ling2	HYDZD	ling2	ling2	ling2				no	
𩜂	U+29702	chi4	cnsunipy		chi4					no	
𩜃	U+29703	ju4	HYDZD	ju4	ju4	ju4				no	
𩜄	U+29704	e4	cnsunipy		e4					no	
𩜅	U+29705	zuo4	cefpytab	zuo4	zuo4					no	
𩜆	U+29706	ji1	HYDZD	ji1	ji1	ji1				no	
𩜇	U+29707	juan4,juan3	HYDZD	juan4	juan4	juan4 juan3		juan3		no	
𩜈	U+29708	yu4	cnsunipy		yu4					no	
𩜉	U+29709	she3	cnsunipy		she3					no	
𩜊	U+2970A	zi1	HYDZD	zi1	zi1	zi1				no	
𩜋	U+2970B	xiang3	cefpytab	xiang3	xiang3					no	
𩜌	U+2970C	yue1	HYDZD	wan1	yue1	yue1				no	
𩜍	U+2970D	dong1	HYDZD	dong1	dong1	dong1				no	
𩜎	U+2970E	zheng1	cefpytab	zheng1	zheng1					no	
𩜏	U+2970F	yu4	cefpytab	yu4	yu4					no	
𩜐	U+29710	xi4	cnsunipy		xi4					no	
𩜑	U+29711									no	
𩜒	U+29712	niang3	cefpytab	niang3	nang3					no	
𩜓	U+29713	shi4	cnsunipy		shi4					no	
𩜔	U+29714	yu4	cefpytab	yu4	xiu1					no	
𩜕	U+29715	bao3	cefpytab	bao3	bao3					no	
𩜖	U+29716	chong2	HYDZD	beng1	chong2	chong2				no	
𩜗	U+29717	bei4	cefpytab	bei4	bei4					no	
𩜘	U+29718									no	
𩜙	U+29719									no	
𩜚	U+2971A	hai4	cnsunipy		hai4					no	
𩜛	U+2971B									no	
𩜜	U+2971C									no	
𩜝	U+2971D									no	
𩜞	U+2971E									no	
𩜟	U+2971F	ang4	HYDZD		ang4	ang4				no	
𩜠	U+29720									no	
𩜡	U+29721									no	
𩜢	U+29722	yu4	cefpytab	yu4	yu4					no	
𩜣	U+29723	geng1	HYDZD			geng1				no	
𩜤	U+29724									no	
𩜥	U+29725	bo1	HYDZD			bo1				no	
𩜦	U+29726	ding4	HYDZD			ding4				no	
𩜧	U+29727	wei3	HYDZD			wei3				no	
𩜨	U+29728									no	
𩜩	U+29729									no	
𩜪	U+2972A									no	
𩜫	U+2972B									no	
𩜬	U+2972C	quan2	HYDZD	ne4	quan2	quan2				no	
𩜭	U+2972D	ke1	HYDZD	ke1	ke1	ke1				no	
𩜮	U+2972E									no	
𩜯	U+2972F	sou1	cefpytab	sou1	sou1					no	
𩜰	U+29730	pi4	HYDZD	bi4	pi4	pi4				no	
𩜱	U+29731	kan3,san3	HYDZD	kan3	kan3	kan3 san3				no	
𩜲	U+29732	fu2	HYDZD	fu2	fu2	fu2				no	
𩜳	U+29733	yong3	HYDZD	yong3	yong3	yong3				no	
𩜴	U+29734	ci2	cefpytab	ci2	ci2					no	
𩜵	U+29735	tuan2	HYDZD	tuan2	tuan2	tuan2				no	
𩜶	U+29736	tou3	HYDZD	tou3	tou3	tou3				no	
𩜷	U+29737	you4,niu4	HYDZD	rou4	niu4	you4 niu4				no	
𩜸	U+29738	yao1	HYDZD	yao1	yao1	yao1				no	
𩜹	U+29739	sou1	cefpytab	sou1	zhuan4					no	
𩜺	U+2973A	ye1	HYDZD	ye1	ye1	ye1				no	
𩜻	U+2973B	tao1	cefpytab	tao1	tao1					no	
𩜼	U+2973C	ci2	cnsunipy		ci2					no	
𩜽	U+2973D	yan4	HYDZD	yan4	yan4	yan4				no	
𩜾	U+2973E	hou2	cefpytab	hou2	zhan1					no	
𩜿	U+2973F	bao3	cnsunipy		bao3					no	
𩝀	U+29740	fen1	cefpytab	fen1	fen1					no	
𩝁	U+29741	zhuan4	cnsunipy		zhuan4					no	
𩝂	U+29742	fen1	cefpytab	fen1	fen1					no	
𩝃	U+29743									no	
𩝄	U+29744									no	
𩝅	U+29745									no	
𩝆	U+29746									no	
𩝇	U+29747									no	
𩝈	U+29748	xian2	HYDZD			xian2				no	
𩝉	U+29749	ci2	cefpytab	ci2	ye4					no	
𩝊	U+2974A	ti2	HYDZD			ti2				no	
𩝋	U+2974B									no	
𩝌	U+2974C	sui4	HYDZD			sui4				no	
𩝍	U+2974D									no	
𩝎	U+2974E									no	
𩝏	U+2974F									no	
𩝐	U+29750	ci2	HYDZD			ci2				no	
𩝑	U+29751									no	
𩝒	U+29752									no	
𩝓	U+29753									no	
𩝔	U+29754	xu3	HYDZD			xu3				no	
𩝕	U+29755	wu4	HYDZD			wu4				no	
𩝖	U+29756	can1	HYDZD			can1				no	
𩝗	U+29757	yu4	HYDZD	yu4	yu4	yu4				no	
𩝘	U+29758	jun4	cnsunipy		jun4					no	
𩝙	U+29759	shi4	cefpytab	shi4	shi4					no	
𩝚	U+2975A	chan3	HYDZD	chan3	chan3	chan3				no	
𩝛	U+2975B	xia2	HYDZD	xia2	xia2	xia2				no	
𩝜	U+2975C									no	
𩝝	U+2975D	kao4,gao1	HYDZD	kao4	gao1 nodice	kao4 gao1				no	
𩝞	U+2975E	cang1	HYDZD	cang1	cang1	cang1				no	
𩝟	U+2975F	cha1	HYDZD	cha1	cha1	cha1				no	
𩝠	U+29760	qiu3	HYDZD	qiu3	qiu3	qiu3		qiu1		no	
𩝡	U+29761	qian3	cefpytab	qian3	qian3					no	
𩝢	U+29762	luo3	cefpytab	luo3	luo3					no	
𩝣	U+29763	da1	HYDZD	da1	da1	da1				no	
𩝤	U+29764	yuan4	cnsunipy		yuan4					no	
𩝥	U+29765	su4	HYDZD	su4	su4	su4				no	
𩝦	U+29766	zhai1	cefpytab	zhai1	zhai1					no	
𩝧	U+29767	xiu1	cnsunipy		xiu1					no	
𩝨	U+29768	hua1	HYDZD	gua1	hua1	hua1				no	
𩝩	U+29769	bao3	cefpytab	bao3	bao3					no	
𩝪	U+2976A									no	
𩝫	U+2976B	jiang1	cnsunipy		jiang1					no	
𩝬	U+2976C	meng2	cnsunipy		meng2					no	
𩝭	U+2976D									no	
𩝮	U+2976E	xi1	cnsunipy		xi1					no	
𩝯	U+2976F									no	
𩝰	U+29770	bao3	cefpytab	bao3	bao3					no	
𩝱	U+29771									no	
𩝲	U+29772									no	
𩝳	U+29773									no	
𩝴	U+29774	jiang1	cefpytab	jiang1	jiang1					no	
𩝵	U+29775	tao1	cnsunipy		tao1					no	
𩝶	U+29776									no	
𩝷	U+29777	wu1	HYDZD			wu1				no	
𩝸	U+29778	yuan1	HYDZD		yuan1	yuan1				no	
𩝹	U+29779	yong1	cefpytab	yong1	yong1					no	
𩝺	U+2977A									no	
𩝻	U+2977B									no	
𩝼	U+2977C	fen1	cnsunipy		fen1					no	
𩝽	U+2977D	jiang4	HYDZD	jiang3	jiang4	jiang4				no	
𩝾	U+2977E	xiang3	HYDZD		xiang3	xiang3				no	
𩝿	U+2977F	zhai1	HYDZD	zhai1	zhai1	zhai1				no	
𩞀	U+29780	san3,chen3,can4	HYDZD	san3	san3	san3 chen3 can4				no	
𩞁	U+29781	mo2,mi2	HYDZD	mo2	mei2	mo2 mi2				no	
𩞂	U+29782	tao1	cefpytab	tao1	tao1					no	
𩞃	U+29783	shang3,xiang3	HYDZD	shang4	shang3	shang3 xiang3				no	
𩞄	U+29784	cao2	HYDZD	cao2	cao2	cao2				no	
𩞅	U+29785	sui1	HYDZD	sui1	sui1	sui1				no	
𩞆	U+29786	chuang2	HYDZD	chuang2	chuang2	chuang2				no	
𩞇	U+29787	mi2	HYDZD	mo2	mei2	mi2				no	
𩞈	U+29788	zhu2	HYDZD	zhu2	zhu2	zhu2				no	
𩞉	U+29789	chong2	HYDZD	chong2	chong2	chong2				no	
𩞊	U+2978A	ji4	HYDZD	ji4	ji4	ji4				no	
𩞋	U+2978B	chong2	HYDZD	chong2	chong2	chong2				no	
𩞌	U+2978C	su4	cnsunipy		su4					no	
𩞍	U+2978D	su4	cnsunipy		su4					no	
𩞎	U+2978E	jin3	cefpytab	jin3	jin3					no	
𩞏	U+2978F	jian3	cnsunipy		jian3					no	
𩞐	U+29790	chuang2	cefpytab	chuang2	chuang2					no	
𩞑	U+29791	fen1	cefpytab	fen1	fen1					no	
𩞒	U+29792									no	
𩞓	U+29793									no	
𩞔	U+29794									no	
𩞕	U+29795									no	
𩞖	U+29796									no	
𩞗	U+29797									no	
𩞘	U+29798									no	
𩞙	U+29799	lian2	HYDZD		lian2	lian2				no	
𩞚	U+2979A	yan4	cnsunipy		yan4					no	
𩞛	U+2979B									no	
𩞜	U+2979C									no	
𩞝	U+2979D									no	
𩞞	U+2979E	hai4	HYDZD	hai4	hai4	hai4				no	
𩞟	U+2979F	jiang1	cefpytab	jiang1	jiang1					no	
𩞠	U+297A0	yong1	cefpytab	yong1	yong1					no	
𩞡	U+297A1	chi4	cefpytab	chi4	chi4					no	
𩞢	U+297A2	sui3	cnsunipy		sui3					no	
𩞣	U+297A3	tao1	cefpytab	tao1	tao1					no	
𩞤	U+297A4	dun1	HYDZD	dun1	dun1	dun1				no	
𩞥	U+297A5	xiang3	HYDZD	shang3	xiang3	xiang3				no	
𩞦	U+297A6	cheng1	HYDZD	cheng1	cheng1	cheng1				no	
𩞧	U+297A7	shang3	HYDZD	shang3	shang3	shang3				no	
𩞨	U+297A8	li4	HYDZD	li4	li4	li4				no	
𩞩	U+297A9	huang2	HYDZD	huang2	huang2	huang2				no	
𩞪	U+297AA	nuan3	cnsunipy		nuan3					no	
𩞫	U+297AB	yi2	cefpytab	yi2	yi2					no	
𩞬	U+297AC	deng4	HYDZD	deng1	deng4	deng4				no	
𩞭	U+297AD	yang4	cnsunipy		yang4					no	
𩞮	U+297AE	zi1	cefpytab	zi1	zi1					no	
𩞯	U+297AF									no	
𩞰	U+297B0									no	
𩞱	U+297B1									no	
𩞲	U+297B2	jin3	cnsunipy		jin3					no	
𩞳	U+297B3									no	
𩞴	U+297B4									no	
𩞵	U+297B5	hu2	cnsunipy		hu2					no	
𩞶	U+297B6	za1	HYDZD			za1				no	
𩞷	U+297B7	liu4	cefpytab	liu4	liu4					no	
𩞸	U+297B8									no	
𩞹	U+297B9									no	
𩞺	U+297BA	huo4	HYDZD	he1	huo4	huo4				no	
𩞻	U+297BB	lin2	HYDZD			lin2				no	
𩞼	U+297BC	san3	cefpytab	san3	san3					no	
𩞽	U+297BD	bo2	cnsunipy		bo2					no	
𩞾	U+297BE	du2,yi4	HYDZD	du2	du2	du2 yi4				no	
𩞿	U+297BF	han4	HYDZD	huan4	han4	han4				no	
𩟀	U+297C0	yong1,yong3	HYDZD	yong3	yong1	yong1 yong3				no	
